QGC WPL 110
0	1	3	16	0.000000	10.000000	0.000000	0.000000	40.134997	-105.218194	45.000000	1
1	0	3	22	0.000000	10.000000	0.000000	0.000000	40.135727	-105.217245	45.000000	1
2	0	3	16	0.000000	10.000000	0.000000	0.000000	40.136456	-105.216262	45.000000	1
3	0	3	16	0.000000	10.000000	0.000000	0.000000	40.161286	-105.216262	45.000000	1
4	0	3	16	0.000000	10.000000	0.000000	0.000000	40.161286	-105.214365	45.000000	1
5	0	3	16	0.000000	10.000000	0.000000	0.000000	40.136456	-105.214365	45.000000	1
6	0	3	16	0.000000	10.000000	0.000000	0.000000	40.136456	-105.212468	45.000000	1
7	0	3	16	0.000000	10.000000	0.000000	0.000000	40.161286	-105.212468	45.000000	1
8	0	3	16	0.000000	10.000000	0.000000	0.000000	40.161286	-105.210570	45.000000	1
9	0	3	16	0.000000	10.000000	0.000000	0.000000	40.136456	-105.210570	45.000000	1
10	0	3	16	0.000000	10.000000	0.000000	0.000000	40.136456	-105.208673	45.000000	1
11	0	3	16	0.000000	10.000000	0.000000	0.000000	40.161286	-105.208673	45.000000	1
12	0	3	16	0.000000	10.000000	0.000000	0.000000	40.161286	-105.206776	45.000000	1
13	0	3	16	0.000000	10.000000	0.000000	0.000000	40.136456	-105.206776	45.000000	1
14	0	3	16	0.000000	10.000000	0.000000	0.000000	40.136456	-105.204879	45.000000	1
15	0	3	16	0.000000	10.000000	0.000000	0.000000	40.161286	-105.204879	45.000000	1
16	0	3	16	0.000000	10.000000	0.000000	0.000000	40.161286	-105.202982	45.000000	1
17	0	3	16	0.000000	10.000000	0.000000	0.000000	40.136456	-105.202982	45.000000	1
18	0	3	16	0.000000	10.000000	0.000000	0.000000	40.136456	-105.201085	45.000000	1
19	0	3	16	0.000000	10.000000	0.000000	0.000000	40.161286	-105.201085	45.000000	1
20	0	3	16	0.000000	10.000000	0.000000	0.000000	40.161286	-105.199188	45.000000	1
21	0	3	16	0.000000	10.000000	0.000000	0.000000	40.136456	-105.199188	45.000000	1
22	0	3	16	0.000000	10.000000	0.000000	0.000000	40.136456	-105.197291	45.000000	1
23	0	3	16	0.000000	10.000000	0.000000	0.000000	40.161286	-105.197291	45.000000	1
24	0	3	16	0.000000	10.000000	0.000000	0.000000	40.161286	-105.195394	45.000000	1
25	0	3	16	0.000000	10.000000	0.000000	0.000000	40.136456	-105.195394	45.000000	1
26	0	3	16	0.000000	10.000000	0.000000	0.000000	40.136456	-105.193496	45.000000	1
27	0	3	16	0.000000	10.000000	0.000000	0.000000	40.161286	-105.193496	45.000000	1
28	0	3	16	0.000000	10.000000	0.000000	0.000000	40.161286	-105.191599	45.000000	1
29	0	3	16	0.000000	10.000000	0.000000	0.000000	40.136456	-105.191599	45.000000	1
30	0	3	16	0.000000	10.000000	0.000000	0.000000	40.136456	-105.189702	45.000000	1
31	0	3	16	0.000000	10.000000	0.000000	0.000000	40.161286	-105.189702	45.000000	1
32	0	3	16	0.000000	10.000000	0.000000	0.000000	40.161286	-105.187805	45.000000	1
33	0	3	16	0.000000	10.000000	0.000000	0.000000	40.136456	-105.187805	45.000000	1
34	0	3	16	0.000000	10.000000	0.000000	0.000000	40.136456	-105.185908	45.000000	1
35	0	3	16	0.000000	10.000000	0.000000	0.000000	40.161286	-105.185908	45.000000	1
36	0	3	16	0.000000	10.000000	0.000000	0.000000	40.161286	-105.184011	45.000000	1
37	0	3	16	0.000000	10.000000	0.000000	0.000000	40.135727	-105.184011	45.000000	1
38	0	3	16	0.000000	10.000000	0.000000	0.000000	40.135727	-105.217245	45.000000	1
